"(PDH-CSV 4.0) (Pacific Daylight Time)(420)","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk Queue Length","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Read","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Transfer","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Write","\\WIN2012R2\MSSQL$SQL2014:Memory Manager\Memory Grants Pending","\\WIN2012R2\MSSQL$SQL2014:Memory Manager\Granted Workspace Memory (KB)","\\WIN2012R2\MSSQL$SQL2014:SQL Statistics\Batch Requests/sec","\\WIN2012R2\Process(sqlservr)\% Processor Time","\\WIN2012R2\Processor(_Total)\% Processor Time"
"04/08/2015 23:56:11.018","0.033000009900002972","0","0.0010645161290322581","0.0010645161290322581","0","0","96.00150722366341","1.5625004687501407","3.5156010546803174"
"04/08/2015 23:56:12.002","0.032304683142867767","0.0126","0.0022714285714285714","0.00055000000000000003","0","0","0","0","1.1907120175656205"
"04/08/2015 23:56:13.018","0.010043096700251964","0.00040000000000000002","0.00048571428571428577","0.00048999999999999998","0","0","0","0","2.6921209937151858"
"04/08/2015 23:56:14.018","0.0013999815202439328","0","0.00046666666666666666","0.00046666666666666666","0","0","0","0","2.7356538893686611"
"04/08/2015 23:56:15.018","0.0011000135301664211","0","0.00055000000000000003","0.00055000000000000003","0","0","0","0","2.3425488133504091"
"04/08/2015 23:56:16.018","0.03300001650000825","0","0.00080487804878048787","0.00080487804878048787","0","0","63.999910400125444","0","1.17183058591529"
"04/08/2015 23:56:17.003","0.00091351638848400935","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0.48063142252772195"
"04/08/2015 23:56:18.019","0.020871127384464772","0","0.00106","0.00106","0","0","0","0","0.013024764872471284"
"04/08/2015 23:56:19.019","0.038700743054266643","0","0.0077399999999999995","0.0077399999999999995","0","0","0","0","0"
"04/08/2015 23:56:20.019","0.00080000168000352804","0","0.00040000000000000002","0.00040000000000000002","0","0","0","0","0"
"04/08/2015 23:56:21.019","0.028400005680001138","0","0.00088750000000000005","0.00088750000000000005","0","0","96.000345601244163","4.6875009375001868","2.7343605468721055"
"04/08/2015 23:56:22.005","0.0073040854082938094","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0.13945730848308191"
"04/08/2015 23:56:23.020","0.023630787844559041","0.0054666666666666674","0.0012631578947368421","0.000475","0","0","0","0","1.9229947454973972"
"04/08/2015 23:56:24.018","0.0014024571048476932","0","0.00046666666666666666","0.00046666666666666666","0","0","0","0","0"
"04/08/2015 23:56:25.018","0.0051000020400008162","0","0.00063750000000000005","0.00063750000000000005","0","0","0","0","0"
"04/08/2015 23:56:26.014","0.00090368776904793083","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:56:27.000","0.00091318446600168574","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0.120449031065617"
"04/08/2015 23:56:28.016","0.0013784620813635275","0","0.00046666666666666666","0.00046666666666666666","0","0","0","0","0"
"04/08/2015 23:56:29.012","0.0023073533042452994","0","0.00046000000000000001","0.00046000000000000001","0","0","0","0","1.6396654498220364"
"04/08/2015 23:56:30.020","0.00089351939319310964","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:56:31.010","0.066459557944957351","0.0071999999999999998","0.00095362318840579705","0.00086176470588235289","0","0","161.60674271812641","11.047133966914451","4.5211992859536583"
"04/08/2015 23:56:32.013","0.011065631255882355","0","0.00042692307692307696","0.00042692307692307696","0","0","0","0","0"
"04/08/2015 23:56:33.022","0.033784148616172544","0.0081333333333333344","0.001364","0.00044090909090909093","0","0","0","0","2.0872659419818196"
"04/08/2015 23:56:34.024","0.0014974842264994809","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0"
"04/08/2015 23:56:35.024","0.00079999904000115204","0","0.00040000000000000002","0.00040000000000000002","0","0","0","0","0.00011999985599642216"
"04/08/2015 23:56:36.024","0.00099999990000000996","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0.39062996093700564"
